file,text,topic_cluster_id,topic_label,era,era_label
China Hails Mazowiecki.txt,"ï»¿
China has congratulated Poland's new non-Communist Prime Minister and wants to continue friendly relations with that country, a Foreign Ministry official said today.",0,mr,HWBUSH,HW Bush (1989-1992)
China Imposes Tighter Curbs on Foreign Reporters.txt,"ï»¿
China imposed new restrictions on foreign journalists today and banned articles that in the view of the authorities ''distort facts'' or violate ''the public interest.''
The rules, signed by Prime Minister Li Peng on Friday, took effect today on their publication in People's Daily.
''Foreign correspondents and news agencies must observe journalistic ethics, and must not distort facts, fabricate rumors or use improper means in their reporting,'' read the most sweeping of the new rules. 
''Foreign correspondents and news agencies must not engage in activities that are incompatible with their status, or those that endanger state security, national unification, or the public interest of Chinese society.''
In serious cases, journalists who are found to have violated the regulations could be expelled from China.
The rules specified that they were to be interpreted by the Chinese authorities, so the practical effect was not immediately clear.
It would be possible for the Chinese to expel reporters under the new rules on the vague ground that the reporters' articles harmed the public interest.
It is also not clear whether it is permissible to interview people on the street, or students on a university campus, or customers in a shop.
Such interviews were all explicitly banned during the period of martial law in Beijing, from May 20 to Jan. 
10.
The new rules state only that all interviews with any ''work unit,'' including any university, factory or Government institution, must be officially arranged.
A strict interpretation would ban interviews on university campuses, and street interviews might be banned on the ground that they are an ''improper means'' of reporting.
The relationship between foreign news organizations and the Chinese Government has often been strained, particularly since the military crackdown on dissent in June.
The authorities have accused foreign correspondents of distorting what it describes as a successful and restrained operation to crush a counterrevolutionary rebellion.
China has always regulated foreign journalists, and most of the 22 new rules were simply restatements of previous written or unwritten rules. 
The new regulations apparently were intended in part to take the place of the martial-law restrictions.
Those rules, which were not scrupulously obeyed, purported to ban virtually all unauthorized reporting, including unscheduled interviews in any factories, schools or neighborhoods.
The new regulations stipulate that reporters must obtain permission before leaving Beijing on any reporting trip, and that when on such a trip they cannot do any reporting outside the topics for which they have received authorization.
The rule is more explicit than one already in existence. 
The result is that authorization must be obtained even for trips to cities accessible to tourists, like Shanghai or Canton.
In the past, that rule and others were often ignored by the authorities and the journalists, and it is unclear whether passage of the new regulations means that they will now be more rigorously enforced.
As before, foreign news agencies cannot freely hire Chinese nationals, but must use only staff provided by the Government.
The new rules go a step further by stipulating that agencies must obtain Government permission even when hiring foreign nationals.
Â 
U.S. EXPRESSES 'GREAT CONCERN'
WASHINGTON, Jan. 
20 (Special to The New York Times) - An Administration official said today that the new restrictions on foreign journalists were cause for ''great concern.''
He said the United States would ask China to clarify what it meant.
Under the rules, he said, ''It is not clear if you can go out and freely talk to people on the street for a news story.''
The rules, he said, apparently do not authorize the Chinese Government to censor articles before publication, but they seem intended to encourage ''a little self-censorship by journalists.''",0,mr,HWBUSH,HW Bush (1989-1992)
CHINA IS PLANNING 2 YEARS OF LABOR FOR ITS GRADUATES.txt,"ï»¿
In an effort to rekindle Communist values, the authorities disclosed today that most college graduates will have to work for a year or two in villages or factories before being permitted to enter graduate school.
The new policy, reported by the official China Daily, appears to be part of what well-placed Communist Party officials describe as a wider program to compel college graduates generally to put in at least a year at manual labor on farms or in factories before taking up their comfortable white-collar jobs.
The Chinese officials said that in the aftermath of the student unrest this spring, the leadership felt that one way of combating ''bourgeois liberalization,'' as Western democratic influences are now labeled, was to send students to rural areas to teach them to endure hardship, work hard and appreciate the daily difficulties faced by China's mostly rural population.
Â 
Cultural Revolution Recalled
The steps are reminiscent of the practice in the Cultural Revolution of the 1960's and 70's, when youths and others were sent to the countryside by the millions for re-education.
''Instead of going to graduate school this September, students, especially those in the social sciences, will have to work for a year or two,'' The China Daily reported today, citing a circular issued by the State Education Commission.
While some top leaders apparently would like all college graduates to get experience toiling in the countryside, it is not clear how rigorously the policy will be put in place. 
Resistance among young people is certain to be immense, and employers may also be less than enthusiastic about losing new recruits for a year.
Â 
Administration Headaches
If it comes about, the policy would not only deepen the alienation among university students, but could create vast administrative headaches for universities and for the villages that are supposed to be the hosts of the graduates.
China already has a surplus of labor in the countryside, and villages are unlikely to welcome intellectuals who speak with urban accents and are unenthusiastic about wading barefoot in the rice paddies all day.
Although there has been no announcement of the new policy requiring those who graduated since 1985 to work at manual labor, word already is spreading among young people, who are scrambling to avoid it. 
Most are convinced that the policy is retribution for the student-led democracy movement this spring, which the authorities violently suppressed, or at the least a reflection of the new-found enthusiasm for revolutionary values that the leadership is trying to foster in the society.
''This is part of the brainwashing now going on,'' said a young businessman who graduated from university a half-dozen years ago. 
''They want to send you to a horrible place so that when you get back to the city you'll appreciate it and won't cause them any problems.''
Â 
Information in Report
The businessman, who has access to information about high-level party decisions, said the policy on sending students to the countryside before giving them white-collar jobs was contained in the party's Central Committee report No. 5 now circulating among senior officials.
Today's article about requiring work experience before young people can enter graduate school did not indicate how the policy would be administered, nor how rigorously it was expected to be pursued. 
While the article seemed to say that the change would take effect immediately, that would require a degree of swiftness and cooperation among authorities that would be highly unusual in the Chinese bureaucracy.
The article suggested that it would apply in particular to graduate schools in social sciences, presumably because students of politics and history and related subjects were at the center of the democracy movement.
Under the new program, young people will have their household registration transferred to the rural area where they will work. 
In theory, there should be no problem in transferring it back to the city a year later, but many people are suspicious that they will be forever exiled in the countryside. 
Those people who tried to return to the city without also having their registration transferred would find it difficult to get jobs, housing, ration coupons and perhaps even to get married.
While most young people are appalled by the new policy, a university teacher who was sympathetic to the democracy movement said that most students had been coddled and would benefit from a year learning the value of responsibility and hard work.
Â 
'Take Out the Garbage'
''Most students don't even know how to take out the garbage for themselves,'' the teacher complained. 
She added that in any case the policy was unlikely to be pursued widely, and said that at her institution no steps had been taken toward putting the policy into effect.
A senior party official said the policy initially had been agreed upon in 1984 but was never implemented, and would apply to students who had graduated from college in 1985 and subsequent years. 
Throughout the country, about 1.8 million people have graduated from institutions of higher learning since 1985 and apparently would in theory be subject to the new policy.
''Many of them are very arrogant,'' the party official said of college students. 
''This will be very good for them, by teaching them how most Chinese people live.''
The official said he was sending the newly hired college graduates in his department who have no experience in manual labor to work either in the fields or in a factory. 
In some cases, his department will pay them a subsidy to make sure they do not suffer hardship, he said.
The official said this can't be compared to the Maoist method of sending people to the countryside. 
He said that except in extreme cases of people who performed very badly, graduates would be allowed to transfer their household registrations back to Beijing and begin assigned white-collar work after a year.",0,mr,HWBUSH,HW Bush (1989-1992)
China Is Said to Execute 500 to Reduce Crime.txt,"ï»¿
The Chinese Government does not report how many people have been sentenced to death and the real figure is believed to be much higher, the organization said.
It said the number of executions this year was the highest since 1983, when an anti-crime campaign resulted in 5,000 to 10,000 executions.
Those executed this year included people convicted of ''counterrevolutionary'' religious activities and violence during pro-democracy protests last year, the report said.
''The dramatic increase in death sentences is particularly disturbing because China's trial system falls far below international standards,'' Amnesty said. 
It said trials were often a formality with the verdict decided in advance and with little chance for appeal or pardon.
Almost all those sentenced to death this year were tried under emergency regulations that gave them virtually no opportunity to prepare a defense, Amnesty said. 
Some were executed within two weeks of their arrests.
Amnesty said courts had been ordered to crack down on crimes like drug trafficking, embezzlement, gang robbery and theft. 
But despite more death sentences, crime has not declined in the last decade.
Amnesty said a Chinese legal journal noted last October that several people tried under the emergency regulations believed that a death sentence was inevitable and did not try to appeal.
Â 
Beijing Frees Student Leader
BEIJING, Sept. 
12 (Reuters) -China has freed a student leader held for 13 months at a maximum security prison on charges of organizing pro-democracy protests last year, university students and instructors said today.
Yang Tao, prominent in the uprising crushed by tanks and troops in June last year, was quietly released from China's main jail for political prisoners, Qincheng, said the students and instructors at Beijing University.",0,mr,HWBUSH,HW Bush (1989-1992)
CHINA IS SOFTENING ITS ECONOMIC LINE.txt,"ï»¿
In a strong sign of shifting political winds in China, the official press is abruptly attacking the hard-line attitudes it espoused for the last two years and has instead started to call on the nation to emphasize economic growth and even adopt useful elements of capitalism.
The pirouette was reflected in a front-page essay today in People's Daily, which in the past carried mostly dour warnings against Western subversion. 
Today's article, headlined ""Opening up to the world and using capitalism,"" was the boldest in a monthlong flurry of signals that change-minded leaders may be gaining the upper hand over ideologues.
""All of modern Chinese history has demonstrated that China can travel only the socialist road, not the capitalist road,"" the article began. 
""At the same time, recent world history shows us that economically backward nations -- especially those with long histories of feudalism -- must correctly use capitalism, rather than rejecting it out of hand. 
Only by critically absorbing those elements of Western culture that are useful to us, rather than disdaining them, can we prosper and flourish.""
The wave of recent editorials apparently reflects a push by Deng Xiaoping, the 87-year-old paramount leader, for China to devote more energy to becoming prosperous and less to remaining ideologically pure. 
The Politburo is believed to have confirmed this moderate line, and the new articles indicate that the hard-liners are losing control even over the newspapers that they have dominated for more than two years.
Still, political fashions in China often change quickly, and it is unclear whether the recent articles reflect a major and irreversible trend to speed up economic liberalization. 
Even if economic growth is back at the top of the agenda, there is no hint that the regime will release political prisoners or tolerate challenges from Tibetan separatists or underground Catholic priests or disgruntled university students.
Calls for ideological vigilance and tributes to model Communists generally filled the front pages in the two and a half years after the June 1989 crackdown on the Tiananmen democracy movement. 
The crackdown, in which the army killed hundreds of protesters and wounded thousands, was accompanied by the rise of hard-line leaders who installed their lieutenants as editors of the major newspapers.
The People's Daily article appears days before the United States Senate's vote, scheduled for Tuesday, on renewing most-favored-nation trade status for China. 
The Administration is urging the Senate to renew the favorable tariff treatment, continuing President Bush's policy of trying to change China's behavor on human rights, arms sales to the third world and other issues by contact rather than by confrontation and punishment.
Â 
No Shift on Rights Seen
While there is no evidence of any major change by China on human rights, on economic topics there is no doubt that a switch has taken place. 
The People's Daily article published today called for tolerating a measure of capitalism in the Chinese economy, and gave a ringing endorsement of stock markets and other practices associated with the West.
On Saturday, People's Daily carried a front-page editorial calling on the nation to focus more attention on economic development -- and, by implication, give less attention to the Marxist ideology that the same newspaper has emphasized since the rise of the hard-liners in June 1989.
Also on Saturday, the official Guangming Daily filled most of the top two-thirds of the front page with a call to ""liberate our thinking, deepen reform, open the door more widely.""
It was a dizzying change in emphasis for a newspaper that just last month carried a front-page appeal for universities to select students more on the basis of loyalty to Communism.
Mr. Deng began the new drive for reform with a trip last month to the southern Chinese special economic zone of Shenzhen. 
He called for more rapid change and went out of his way to praise Shenzhen, a symbol of economic experimentation that has shown spectacular increases in prosperity but also in prostitution and drug abuse. 
The tide shifted apparently in part because Mr. Deng and other leaders determined that the best way for China to avoid the fate of the Soviet Union is to make people richer, and in part because other octogenarians who take a harder line are too feeble to fight back.
Today's article in People's Daily carried the byline Fang Sheng, which is almost certainly a pen name of an individual or a group of people in the central leadership. 
The fact that it was published on a Sunday -- when almost no one reads the newspaper, which is delivered to offices and factories rather than homes -- suggests that a Politburo member may have ordered the top editors to publish it but that they did their best to insure that as few readers as possible would notice it.
Â 
Adapting Capitalism
""Using capitalism includes developing an appropriate capitalist economy within our country, as a useful supplement to the socialist economy,"" the article said. 
""As our country is in only the preliminary stage of socialism, it is impossible to wipe out capitalism completely, and some exploitation will linger for a long while. 
So the important thing is to improve our guidance of these phenomena, and direct them onto a course where policy allows them.""
Many elements of today's long article had appeared previously in one place or another, but they had not been combined with such force or clarity. 
The tone throughout sounded like a rebuke to the hard-liners. 
In particular, the article indicated that most Communists now acknowledge the need to use foreign capital and technology.
""On other matters, it seems that there are still some differences,"" the newspaper said, in a clear reference to hard-liners who are wary of capitalist influences. 
The article added that instead of fearing contacts with the West, China should expand exchanges ""to enrich our culture.""
Â 
Defining Socialism
""In the past we took the tortuous path of sealing ourselves off from the world and refusing to use capitalism,"" the essay declared, in a reference to the Maoist era. 
""Leftist errors and other factors were behind this, but they have nothing to do with socialism. 
On the contrary, in principle socialism means an open system and a reform-oriented economy.""
A People's Daily editor said by telephone that the essay today was not an editorial or a commentary, but simply an ""article.""
He said he did not know the identity of the author.
Wu Guoguang, a former People's Daily editorial writer now studying at Princeton University, said he could recall only one other case in the last 15 years in which the newspaper carried a front-page commentary with a byline that was a pen-name. 
The other one was arranged by Mr. Deng's family and published last year, and Mr. Wu said an essay like today's would have to have the approval of a top leader.
While recent commentaries have been short of specifics, their tone is important because officials at every level are what the Chinese call feng pai -- weathervanes. 
In other words, they watch for hints of prevailing political winds before taking any action.",-1,Outlier,HWBUSH,HW Bush (1989-1992)
China Issues _61 Deng Speech Stressing Shift From Ideology.txt,"ï»¿
China today published a 30-year-old speech by the nation's patriarch, Deng Xiaoping, in what appeared to be a call for greater attention to the economy and less concern for ideological campaigns.
The People's Daily, the official newspaper of the Communist Party Central Committee, said it had Mr. Deng's permission in publishing the speech at the top of the front page in today's issue. 
Its publication appeared to be an effort by the 88-year-old Mr. Deng to refocus the nation on economic development and restructuring after nearly two years of hard-line political and economic policies.
""If campaigns continue year-round, they will turn into superficial and exaggerated fanfare, and we will exhaust ourselves,"" Mr. Deng said. 
""In fact, they will breach the will of the masses, and alienate us from them.""
The People's Daily gave no clear reason for publishing the speech, which was originally given to the All-China Women's Federation in December 1961. 
But China has a tradition of dredging up long-forgotten speeches to signal shifts in the political winds.
Â 
Full of Mixed Signals
China has been full of mixed signals since the army crackdown on dissent nearly two years ago, and it is not clear whether the reprise of the speech today indicates any major change of direction. 
Even if Mr. Deng intends to push for a more rapid move toward the market, he has given no indication he favors toleration of dissent. 
And in any case he is ailing, and must negotiate with other retired octogenarians with whom he shares power.
The focus of the speech is the need for improvement in the daily work of the party and Government, and less emphasis on grand projects and slogans. 
As in all such speeches, it is ambiguous and in places scarcely relevant to national policy -- it calls on the Women's Federation, for example, to improve relations between mothers-in-law and daughters-in-law -- but the theme is to shift the balance toward pragmatism and away from ideology.
""As for proposing this or that slogan, or this or that guideline, only when we have done enough daily, grass-roots work can we hope that they will materialize,"" Mr. Deng said. 
""Otherwise, our words will sink like stones into the sea, leaving not even a trace.""
Correction",0,mr,HWBUSH,HW Bush (1989-1992)
China Legal Scholar Faces Death Penalty In Democracy Trial.txt,"ï»¿
A legal scholar went on trial today for ""conspiracy to overthrow the Government,"" the most serious criminal charge known to be leveled so far in the latest round of trials of Tiananmen democracy advocates. 
Conviction could bring the death penalty.
The scholar, Chen Xiaoping, a 29-year-old law lecturer with a reputation for intellectual brilliance, is one of at least four democracy advocates known to be charged so far with ""conspiring to overthrow the Government.""
Mr. Chen, who helped organize a citizens' group to support demonstrating students at Tiananmen Square, was a teacher at the University of Politics and Law until his arrest sometime shortly after the military crackdown on June 4, 1989. 
A graduate of Beijing University, Mr. Chen had a background in constitutional law and had taken part in previous student demonstrations.
If convicted, he would face a minimum jail sentence of 10 years, and if his case is deemed particularly serious, he could receive the death penalty. 
The trial was closed to foreigners, and it was not clear whether it ended today but no sentence was announced. 
In the past, sentences have been announced sometime after the end of the trial.
Â 
Cooperation Brings Release
Many foreign diplomats and Chinese lawyers say they rule out the death sentence, or even life imprisonment, for any of the students or scholars who took part peacefully in the Tiananmen democracy movement.
But most defendants brought to trial are convicted, although some have then been released because of their cooperative attitude. 
In China, legal punishment is often governed by the principle, ""leniency to those who confess, harshness to those who resist.""
The court has recently held political trials for nearly 30 Tiananmen democracy advocates, sentencing students to under four years and intellectuals and workers to longer terms.",0,mr,HWBUSH,HW Bush (1989-1992)
China Limits Money Moves.txt,"ï»¿
China has issued new regulations limiting the amount of Chinese money foreigners may change back into hard currency, officials said today. 
For every $100 a foreigner changes into Chinese currency upon entering, he can leave China with no more than $50.
An official of the State Administration of Foreign Exchange Control said the rule applied to foreign visitors and residents including employees of embassies, news organizations and representative offices. 
They had previously been allowed to reconvert all the foreign currency they had changed on entering.
In addition, embassies and foreign companies with representative offices in China can no longer change foreign exchange certificates into hard currency, the official said.
The foreign exchange currency was invented in 1980 to be used by foreigners. 
Officially at par with the renminbi, the local currency, it now trades for up to 45 percent more on the black market and is widely used by Chinese to buy scarce and imported goods.
The new regulations were issued last week by the State Administration of Foreign Exchange Currency, a unit of the central bank. 
They have not been published by China's official newspapers.",1,companies,HWBUSH,HW Bush (1989-1992)
China Loosens Free-Enterprise Rules.txt,"ï»¿
In an unexpected departure from their harsh line against private enterprises, the authorities announced new regulations today that would encourage unemployed people to establish private and collective enterprises in the capital.
The new rules, which include substantial tax breaks, were described as a pragmatic measure to lower unemployment in the capital. 
But the move was a surprise because of the sharp criticisms in recent months of private enterprises in China.
The Communist Party lately has complained that private enterprises evade taxes, violate various laws, waste raw materials and widen disparities in incomes. 
This was the first sign that some private enterprises would be actively encouraged.
The measure came as a surprise also because the new regulations were adopted by the Beijing government, which has led the nation in taking a hard line on a number of political and economic issues. 
The rules were reported late tonight by the official New China News Agency.
In recent years, private and collective enterprises have absorbed enormous numbers of unemployed and underemployed workers. 
While the authorities have been highly critical of some practices at such enterprises, the leadership knows that such companies also ease unemployment problems and thereby reduce social tensions.
The report from the New China News Agency said Beijing had 130,000 young job seekers this year, 30,000 more than last year. 
Nationally, the unemployment rate is often said to be 2 percent, but many economists have said the true figure is higher.
The dispatch also said that 200,000 to 250,000 temporary workers, who lack permission to live in Beijing, would be forced out of the city. 
Beijing has periodically tried to control the number of unregistered workers, and evicted many of them just a month ago, in preparation for the Oct. 
1 National Day holiday.
Â 
Tax Holiday for Some
The new regulations encourage only those private enterprises involved in ''trades needed by the city,'' like those related to food, garments and repair services.
Newly established collective enterprises that employ otherwise jobless young people would receive a tax holiday for two to three years.
The Beijing authorities have recently stepped up their campaign to ''clean up'' the free markets by making vendors pay taxes and adhere to other regulations. 
The city has also attacked ''profiteers'' and said that ''exploiters'' would not be allowed to join the Communist Party.
The unemployment difficulties have been compounded because of the present economic retrenchment program. 
The English-language China Daily reported today that Beijing has 150,000 job seekers who were laid off because of the retrenchment.",1,companies,HWBUSH,HW Bush (1989-1992)
CHINA MAKES A BID TO HOLD OLYMPICS.txt,"ï»¿
China's leaders have a special dream for a patch of empty ground in northern Beijing: the hope that in September 2000, in a 100,000-seat stadium to be built on that spot, they will preside over the opening ceremonies of the Summer Olympic Games.
After months of preparations, the Chinese leadership formally announced its bid today to become the host of the 27th Olympiad. 
Prime Minister Li Peng said in a letter sent today to the International Olympic Committee that China would try ""to make the 2000 Olympic Games a grand celebration in sports marking the advent of a new millennium with a better prospect of peace and friendship.""
Politics, not sports, underlie the Government's enthusiasm. 
The Games would be an important opportunity to win back international respect after the 1989 crackdown on democracy protesters, and a chance to unite the Chinese people behind a patriotic cause.
The Olympics would also give the Government a chance to redirect the spotlight of foreign attention from human rights issues to its achievements in building prosperity and a smoothly functioning capital with clean streets, excellent hotels and clear telephones.
Â 
Decision Due in 1993
The decision on the site of the 2000 Olympics is to be made by the International Olympic Committee in September 1993, and already there are a half-dozen contenders in addition to Beijing: Berlin, Braslia, Istanbul, Manchester, Milan and Sydney.
""Each site has its advantages, so for all of us the starting line is the same,"" said Wu Zhongyuan, a member of the executive board of the Beijing 2000 Olympic Games Bid Committee. 
""The competition is very tough.""
Mr. Wu spoke in an interview in the bid committee's bustling office in donated space in a second-grade Beijing hotel.
As Beijing's advantages, Mr. Wu cited the city's existing sports installations, including 33 sports grounds and 46 practice grounds, which he asserted provide a better base than any other contender. 
In addition, he appealed for sympathy for an ancient nation that is home to 22 percent of the world's population but has never been host to the Olympics.",0,mr,HWBUSH,HW Bush (1989-1992)
China Offers Cautious Economic Plan.txt,"ï»¿
China's Communist Party Central Committee concluded a major six-day meeting today, after approving a moderate, cautious new blueprint for the 1990's and warning that the next decade could determine the rise or fall of the nation's Communist system.
At the long-awaited meeting, the Central Committee formally approved the five-year plan that is supposed to govern the economy from 1991 to 1995 as well as a broader 10-year ""program"" for the 1990's. 
No specific measures or targets were disclosed today, but the party leaders issued a communique acknowleging that the Central Committee had held the meeting and mentioning some elements of the economic plans.
The communique cautioned against rapid economic growth and emphasized the need to raise efficiency and improve the nation's industrial structure.
Chinese officials and economists had said earlier that the conclusions of the meeting would reflect the compromises struck between the various leadership factions -- in particular, between provincial and central leaders and between hard-liners and liberals. 
The communique showed little sign of the conflicts between those groups, but its remarkable vagueness suggested that no single faction had dominated the blueprints.
Â 
Over 500 Leaders Attend
National television showed the party General Secretary, Jiang Zemin, dressed in a dark Mao-style jacket, giving a speech, as the party's Politburo members sat somberly beside him on the rostrum. 
The meeting included 171 Central Committee members, plus 107 alternate members and about 300 other Chinese leaders, according to the official New China News Agency.
""Success or failure in our efforts in the 1990's to consolidate and develop the achievements made in the 1980's and to greatly promote economic growth and social progress will have a direct bearing on the rise or fall of China's socialist system and the future and destiny of the Chinese nation,"" the communique said, as issued by the press agency.
In a later passage, it apparently alluded to the collapse of Communist systems in Eastern Europe, saying, ""In the face of a complicated and ever-changing international stituation, it is crucial that we manage our domestic affairs well.""
The leaders called for self-reliance, but also endorsed the policy of economic openness. 
They only briefly mentioned specific areas of economic restructuring, like prices, taxes, labor and enterprise. 
It also suggested that Chinese leaders did not want to repeat the economic mishaps, including inflation and economic overheating, that accompanied high growth during the last five years; they contributed to the pro-democracy demonstrations in May and June of 1989.
Â 
Zhao's Fate Not Mentioned
The document did not mention the fate of the former Communist Party General Secretary, Zhao Ziyang, who was ousted during the Tiananmen Square crackdown more than 18 months ago. 
Mr. Zhao has been said to be under investigaton, and the party, at least publicly, has still not made any formal determination of his role during the democracy movement.
No changes in the leadership were announced, and the party did not appear to expand the 14-member Politburo, on which three seats have been vacant since the crackdown.
The document gave no target economic growth rate, but the official press has said the economy should grow at about 6 percent annually in the next few years. 
This is dramatically slower than the previous decade's average annual growth, which was about 10 percent.
Â 
Splits With Local Authorities
According to Chinese economists and officials, the meeting had been delayed until now because of serious disagreements between the central Government and the provincial governors over the degree of regional autonomy and taxes that the provinces must hand over to Beijing. 
Because of severe fiscal deficits, central leaders had been seeking higher taxes from the provinces and greater influence over local markets, but the governors reportedly rejected earlier versions that they felt would have been too onerous.
One characterstic of the last decade had been the devolution of authority from Beijing to the localities, in an effort to raise economic incentives and spur the economy. 
In contrast, the new five-year blueprint includes an attempt by central leaders to take back some of that power. 
Officials have said the plan will give the central Government greater power but not quite as much as it had sought.
China's leaders also hope to spur ailing state enterprises -- one third of them are losing money -- and preserve the household responsibility system that allows individual farming.",0,mr,HWBUSH,HW Bush (1989-1992)
CHINA OFFERS PEEK AT FAMED PRISONER.txt,"ï»¿
The Government said today that Wei Jingsheng, China's most famous political prisoner, is living in a private cell at a prison farm and that he refuses to admit that he has done anything wrong.
The disclosures today marked the first time that the Government has provided extensive details of the imprisonment of Mr. Wei, a 42-year-old essayist who has just begun the 14th year of a 15-year sentence.
Several senior officials of the Justice Ministry handed the information over to John T. Kamm, an American business consultant visiting Beijing on a Government invitation. 
Mr. Kamm, who lives in Hong Kong and has done business with China for 20 years, has been active in recent years in lobbying China to improve its human rights record.
Â 
Essays on a Wall
Mr. Kamm said the Justice Ministry officials complained bitterly about Western news articles suggesting that years of imprisonment had caused Mr. Wei to lose his teeth, his hair and his sanity. 
They denied the reports, saying Mr. Wei was in good health and constantly debated with the guards.
An electrician at the Beijing zoo, Mr. Wei emerged as the most famous essayist of the 1978-79 Beijing Spring movement, which created a ""Democracy Wall"" and covered it with posters demanding a political tolerance.
After the Government called for the ""Four Modernizations"" -- agriculture, industry, defense and science -- Mr. Wei wrote a passionate essay saying that China desperately needed a ""Fifth Modernization"" -- democracy.
Ever since his arrest and trial in 1979, there have been reports that Mr. Wei was physically and mentally ill; it was even reported once that he had died. 
But it was difficult to gauge the accuracy of these reports.
Mr. Kamm said the Justice Ministry officials had told him today that Mr. Wei occupies a single cell at a ""reform through labor"" farm near the central China city of Tangshan. 
They described him as a voracious reader, who keeps books in his cell and reads several newspapers each day.
Â 
TV and Debates
The officials said it was wrong to characterize Mr. Wei's situation as solitary confinement, because his cell opens onto another room in which there are several guards and a television set. 
They said Mr. Wei spends much of the day, when he is not reading, watching television and debating with the guards.
Mr. Wei is excused from the labor program but he tends some vegetables he is growing for himself, they said. 
The officials said that Mr. Wei occupied a private cell at his own request, and that he liked to go to read late at night and get up late.
While Mr. Wei basically abides by prison rules, he is ""unclear"" about his guilt, the officials said. 
When pressed by Mr. Kamm, they added that Mr. Wei neither acknowledges his guilt nor believes he has done anything wrong.
Mr. Wei's younger sister and a younger brother visit him every few months, the officials said. 
They added that Mr. Wei's father, a retired official who lives in Beijing but refuses to talk to reporters, does not visit his son and apparently does not get along with him.
While Mr. Kamm said he had no way of corroborating the Government account, he said the description sounded plausible. 
He said the treatment described was not so different from the conditions afforded to other sensitive prisoners, including Luo Haixing, a Hong Kong businessman who was released last year.
""In two years of working on these cases, they've never lied to me,"" Mr. Kamm said of the officials. 
""They don't tell me the whole truth, but they don't lie to me.""
Mr. Kamm said the officials also told him that Wang Dan, a student leader who is serving a four-year term for his role in the 1989 Tiananmen demonstrations, was also proving difficult to ""re-educate.""
The officials said that Mr. Wang was being held at the Beijing No. 2 Prison, where he reads extensively, and that the guards have found it difficult to reform his ideology.",0,mr,HWBUSH,HW Bush (1989-1992)
China Orders Expulsion of Hong Kong Journalist.txt,"ï»¿
The Government said today it had ordered the expulsion from China of a Hong Kong journalist who has been detained for a week on charges that she offered bribes for secret documents.
The journalist, Leung Wai-min, a 32-year-old reporter for The Hong Kong Express newspaper, was detained in the early hours of Oct. 
25 and kept incommunicado. 
She was not allowed visits from her husband or editor or from British Embassy officials.
China said that Ms. Leung would be forced to leave ""within a limited period of time,"" but there was no indication she had been released. 
Her editors and her husband were unable to locate her and did not know her whereabouts.
By deciding to deport Ms. Leung, instead of putting her on trial, the Chinese authorities were apparently trying to calm anxieties in Hong Kong over the issue. 
Ms. Leung's detention underscored the prickly relations between the Chinese Government and the foreign press, and reminded Hong Kong journalists that they will be working under Communist rules after the territory reverts to China in 1997.
The official New China News Agency said Ms. Leung had bribed a Government employee into obtaining a ""most confidential"" document, a copy of which she then forwarded onto her Hong Kong headquarters.
On Oct. 
5, Ms. Leung's newspaper published the entire text of the keynote speech by the Communist Party leader, Jiang Zemin. 
The speech was delivered at an important Communist Party Congress that was held in mid-October.
The New China News Agency said Ms. Leung had destroyed her copy of the speech by burning parts of it in her hotel room bathroom, before discarding the remains in several trash cans on the streets. 
The dispatch added that Ms. Leung had obtained many secrets from the Government employee in exchange for a ""large sum of money.""
Patrick W. T. Wong, deputy editor at The Express newspaper, did not deny that Ms. Leung had obtained an advance copy of Mr. Jiang's speech. 
Asked if she had paid for a document, Mr. Wong said he had not seen her and so could not comment, but he added that his newspaper did not approve of paying money for information.
Â 
An Apparent Confession
National television this evening showed Ms. Leung, calm and steady, affixing her fingerprint to what appeared to be a signed 15-page confession. 
She was filmed answering several questions and then the camera displayed a bundle of money, suggesting that it had been found as evidence.
Until Ms. Leung is released, it will be impossible to confirm this account. 
Chinese Government versions of events have not always been noted for their accuracy.
The authorities say they treated her with leniency because she confessed to her crimes and was acting under the direction of her editor. 
The report said her editor had given an apology and promised that such a case would not happen again. 
The New China News Agency did not say what would happen to the two Chinese who obtained the document and provided it to her.
In May, Chinese State Security authorities searched the office of the Beijing-based reporter for The Washington Post, Lena H. Sun. They confiscated documents and issued a stern warning that she was involved in activities ""incompatible with her status,"" but there have been no further repercussions.",0,mr,HWBUSH,HW Bush (1989-1992)
