file,text,topic_cluster_id,topic_label,era,era_label
CHINA_S CATHOLICS_ A NATION UNTO ITSELF MOVES TO MEET THE VATICAN.txt,"ï»¿
Pope John Paul II, who has based his globe-trotting pontificate on finely tuned diplomatic acumen and pastoral compassion, is going to face a severe test of those skills as he pursues his ''heartfelt longing'' for closer relations with Catholics in China.
Encouraged by the fact that the Chinese Government is allowing churches to reopen and Christians to practice their faith publicly, the Pope closed his recent Asian trip by expressing a desire to heal the breach that has separated the Vatican and Catholics in China for more than two decades. 
He dispatched the Vatican's Secretary of State to Hong Kong to meet with the ailing Chinese Bishop Dominic Tang, presumably to discuss ties with Catholics in China.
But diplomatic visits may not be enough to reconcile the Vatican either with the estimated three million Chinese Catholics, nor with China's Communist Party leadership. 
For the past three decades, China's Catholics have existed in an anomalous situation. 
Their persecution by the party on one hand and their virtually unprecedented independence from the Vatican on the other have combined to create an almost distinct brand of Catholicism. 
A rapprochement with the Vatican will undoubtedly be complicated both by doctrinal and by political difficulties.
Vatican hopes to close brach that has separated Catholics in China
To many Chinese, moreover, the history of Christian missions is an unhappy tale of foreign domination. 
In the early days of the Christian mission to China, millions were converted to Christianity, but the church there remained tightly controlled by the missionaries. 
Of the 143 Roman Catholic bishops in China in the 1940's, only 20 were Chinese. 
During the early days of the Communist uprisings, missionaries were identified with the imperialism of Western nations, especially with America's ''gunboat diplomacy.''
Chinese animosity toward outside churches increased when millions of Christians fled the country after the 1949 revolution, and the Vatican urged Catholics who stayed on the mainland not to cooperate with the new Government. 
Later, the Government-sponsored Catholic Patriotic Association ordained bishops without Vatican approval. 
The Vatican censured the church in China and still considers those bishops ''validly, but illicitly'' consecrated.
At the same time, years of persecution and isolation, especially during the Cultural Revolution, forced Christians in China to develop an indigenous Christianity in a hostile environment. 
Regular public worship became impossible. 
Gung Binmei, the Vatican-appointed Bishop of Shanghai, was sentenced to life imprisonment in 1960, and is still in jail; meanwhile, the Vatican has refused to recognize Zhang Zhuishu, elected Bishop of Shanghai by the Chinese Catholics in 1960. 
Catholics continued to worship in Latin, unaware of changes in the church.
The official policy of Chinese Catholics is that the Vatican is responsible for the break in relations. 
When several Maryknoll priests met with the Bishop of Peking, Michael Fu Tieshan and other Chinese Christian leaders in January, a priest told the Rev. John Cioppa that he did not have ''gan ching'' - feelings of loyalty and affection - for the Pope, because the Vatican had ordered Chinese Catholics not to be patriotic. 
Further resentment is provoked by the Vatican's recognition of Taiwan.
Chinese Government officials and some Chinese Catholics also feel that foreigners are still meddling in their affairs. 
For instance, a pamphlet issued by the Roman Catholic bishop of Hong Kong telling Chinese Catholics how to celebrate the mass ''in situations of emergency and persecution,'' was seen as an attempt to interfere with the authority of bishops in China. 
Anglican Bishop Ding Guangxun, formerly head of the theological seminary in Nanking, told visitors this year that ''all missionary activities, including radio broadcasts beamed at China, are expressions of disrespect and unfriendliness.''
Clearly, both Christian and non-Christian Chinese are wary of anything that might tie the church to foreign influence. 
Bishop Michael (an irregularly consecrated bishop), responded coolly to the Pope's comments about closer ties and said Chinese Catholics would not surrender ''organizational independence'' to Rome.
But despite continuing tensions, both the Vatican and the Chinese feel the need to heal old wounds. 
Some Chinese Christians are actively seeking contacts with churches in the rest of the world. 
A delegation of Protestants visited the World Conference on Religion and Peace meeting in Princeton last year, and Chinese Catholics will be represented at a conference on the church in China in Canada this fall.
The theme sounded by Pope John Paul during his Asian trip was ''forget the past, look to the future.''
But he is likely to be extremely circumspect in his overtures to the Chinese Catholics. 
More than any other recent Pontiff, he knows what a church faces in a hostile society, having begun his own theology studies secretly in Nazi-occupied Poland. 
He may also know that if there is to be a rapprochement, it is likely the Vatican that will have to make the most compromises, such as endorsing the self-government of the Chinese church, or even accepting the bishops ordained without Rome's approval. 
Neither the Peking Government nor the Chinese Catholics - for reasons of patriotism or political expediency - are likely to do anything that would imply that the church in China is subject to Rome.
The Rev. Lawrence Murphy, M.M., president emeritus of Seton Hall University in New Jersey, who went to China with the Maryknoll delegation, agrees that future contact with Christians in China must be on Chinese terms. 
No one wants to repeat the missionary mistakes of the past, he said. 
Like many former missionaries, Father Murphy admits that the church did not always respect the values and beliefs it found in other cultures. 
''The mission enterprise was once colored by Western colonialism,'' he observed. 
''But today the view of mission in the world has changed.''",5,church,REAGAN,Reagan (1981-1988)
China_s Centenarians Get Some Recognition.txt,"ï»¿
There are at least nine people over 100 living in Peking, seven of them women, but the exact number must await the results of China's current census, the New China News Agency said today.
PEKING, July 23 (Reuters) -There are at least nine people over 100 living in Peking, seven of them women, but the exact number must await the results of China's current census, the New China News Agency said today.
The oldest is known as Mrs. Zhang. She will be 105 next November and still has good eyesight. 
Last year, the agency said, after her great-great grandson was born she taught her great granddaughter-in-law to sew a cotton quilt for the baby and could thread the needle without glasses.
Shanghai, China's biggest city, has 23 centenarians, all but one of whom are women, according to a recent report from the municipal census bureau.",1,billion,REAGAN,Reagan (1981-1988)
China_s Coastal Plans.txt,"ï»¿
The Chinese leader Zhao Ziyang said his country is planning to concentrate on developing the economies of its coastal areas, strengthening their links with international markets, according to a Japanese newspaper. 
He said economic reform and open-door policies have led to considerable progress and that the economy of the areas would gradually be transformed to look outward.",1,billion,REAGAN,Reagan (1981-1988)
China_s Deficit Reduced.txt,"ï»¿
Soaring textile exports and rising prices for Chinese oil and gold have improved the country's foreign-trade performance this year.
The China Daily said today that textile exports were worth $3 billion in the first five months of 1987, up 40 percent from the corresponding period last year. 
It attributed the boom to expanding world demand and the improved quality and prices of Chinese textiles, with domestic producers using designs and brands provided by foreign partners. 
China posted a trade deficit of $1.7 billion in the first four months of 1987, down from a $4.5 billion deficit in the corresponding period last year. 
In 1985 and 1986, the country's combined deficit totaled nearly $26 billion.",1,billion,REAGAN,Reagan (1981-1988)
China_s Economy Takes Small Leap Backward.txt,"ï»¿
China's Communist Party Central Committee meets Monday to deal with economic problems that have grown increasingly serious since the country embarked on an ambitious program of restructuring its economy nearly a decade ago.
In the last year, as China has moved farther away from the Soviet model of socialism, the country has been racked by soaring inflation, bank runs by panicky depositors, corruption within the bureaucracy and a rising tide of worker unrest.
China's financial system is in disarray with an uncontrolled growth of the money supply, its currency is sinking rapidly in value against the dollar and a patchwork of free and controlled prices has created gluts in some areas and shortages in others for everything from industrial raw materials to daily consumer goods.
Salt, the most basic seasoning in Chinese food, is now being rationed in Beijing. 
Pork, sugar, eggs and cooking oil have been rationed for six months now and people in the capital are beginning to voice doubts about the benefits of the country's economic direction.
'There Are Problems'
''Of course there are problems,'' a Chinese economist said recently. 
''But to change from the old way to the new way has never been done. 
We are exploring a direction that nobody else has.''
These problems, however, have severely shaken China's leaders, according to Chinese academics who are familiar with policyy discussions, and the Communist Party chief, Zhao Ziyang, has lost some of his authority. 
Already, hints that the leadership will dramatically scale back various forms of economic experimentation and restructuring have appeared in China's press. 
The 175 members of the Central Committee who will meet Monday are to ratify this slowdown in reordering the country's economy.
Deng Xiaoping, the country's senior leader, told a group of Japanese economists this weekend that China's policies would be modified to cope with these concerns. 
''The difficulties we are facing now concern development and are different from those we had before,'' Mr. Deng was quoted by the official New China News Agency as saying. 
''The readjustment we are going through now is not a change of policy. 
Neither is it a change of development strategy. 
We are working out methods and measures for future progress after summing up our experiences and we are capable of overcoming the present difficulties, including combating inflation. 
The rate of development is now too fast.''
Â 
'The New Economic Order'
''The transition from the old economic order to a new economic order is now generally blamed to be responsible for most of the irregularities of Chinese society,'' China Economic News, a weekly review of economic and financial issues, said recently.
This new economic order, what China's newspapers are calling ''the new order of socialist commodity economy,'' has achieved much, particularly in recent years. 
The country's farmers, almost all of whom till their own land, are thriving. 
For the first time in Chinese history, farmers are benefiting from substantial economic growth. 
They are building new homes, buying consumer goods common in urban areas and are educating their children.
In urban areas, department stores are jammed with consumer goods, from televisions to refrigerators to cosmetics. 
Vegetables are available in the winter in the north and fish are sold at many inland markets.
What has invigorated agriculture is now being tried in other segments of the economy. 
But transforming the industrial, power, housing and service sectors of the economy into a system propelled not by planners but the efficiencies of the market has proved far more difficult than most Chinese economists had envisioned.
For the first time since China began this process, the difficulties of erecting a new structure while slowly dismantling the old are becoming manifest.
Â 
Industrial Growth Put at 17%
Industrial growth is continuing to roar along, with the rate of increase for the first six months of this year at about 17 percent, according to the State Statistical Bureau. 
But this growth, a level many Chinese economists believe is excessive, has fueled inflation and unhinged efforts by the central bank, the People's Bank of China, to impose discipline on the financial system.
Thirty-six percent more money was put in circulation in the first six months of this year than during the same period last year, a trend the bank hopes to end.
''With more currency in circulation, bank loans increased rapidly,'' the press agency reported. 
And, as inflation picked up, it said, ''people panicked.''
Much of the panic stemmed from the widespread belief that prices would, and indeed did, begin a steep climb for most consumer goods. 
Accustomed to relatively stable prices, China's urban consumers for the first time faced official inflation rates of 24 percent and widely acknowledged, but unofficial, rates closer to 50 percent.
Retail sales in many cities jumped 50 percent over those of a year ago. 
''As a result, the supply chain of goods began to falter and the amount of goods in stock became 'weak,' according to the statistics bureau,'' China Daily reported over the weekend.
Many economists, both Chinese and foreign, argue that a major element in any structural reform of the country's economy is the freeing of prices from centralized control so that goods and services are distributed by market forces. 
Mr. Zhao, the party leader, has pushed aggressively for what he calls ''price reform,'' regardless of the short-term pain it would bring.
But other members of the leadership have decided that uncontrolled inflation and the potential for urban discontent are problems too severe to continue with price reform at the moment.
Â 
Putting Off Price Reform
In a meeting this weekend with Valentin L. Pavlov, the chairman of the Soviet Union's State Committee for Prices, Yao Yilin, one of the five members of the Standing Committee of the Politburo said that any further freeing of prices would be put off for two years.
The prices of half of the raw materials, industrial and consumer goods and food - including grains, cotton and edible oils - are still subject to control, Mr. Yao said, according to the New China News Agency.
''China is not prepared to free the prices of these commodities, nor is it ready to restore the prices of those commodities that have already been freed from Government controls, because this is conducive to production and consumption,'' the agency quoted Mr. Yao as saying.
At the same time, China's currency, the yuan, has begun sinking in value on the black market. 
Last year, one dollar fetched about five yuan. 
Today, the same dollar is worth between eight and nine yuan.
Although the official rate of exchange, 3.7 yuan to the dollar, is fixed, the growing disparity between the official and black market rates has raised the concern of foreign investors, who are burdened with the artifical rate in computing their transactions with the Government. 
Effectively, foreign investors and traders who are bound to the official rates are paying double for Chinese goods.
Of growing concern to China's leaders as well is the mounting level of industrial unrest. 
Chen Ji, a senior official of the All China Federation of Trade Unions, said that there have been 49 strikes reported throughout the country in the first six months of this year with many more strikes probably going unreported.
''Since we have begun reforms,'' he said in an interview, ''we have new contradictions between prices and wages. 
Now factory directors earn more than workers, and some workers earn more than other workers. 
There are new problems we never met in the past.''",1,billion,REAGAN,Reagan (1981-1988)
CHINA_S ENVOY TO U.S. ARRIVES TO TAKE UP HIS POST.txt,"ï»¿
Zhang Wenjin, a veteran of toplevel meetings between China and the United States, arrived today to take up his post as Peking's Ambassador to Washington.
The appointment of Mr. Zhang is seen as a signal of the importance China places on relations with the United States, which has officially expressed its hopes for a stable and enduring relationship between the two countries.
WASHINGTON, March 4 (Reuters) - Zhang Wenjin, a veteran of toplevel meetings between China and the United States, arrived today to take up his post as Peking's Ambassador to Washington.
Mr. Zhang is a former aide to Prime Minister Zhou Enlai and took part in the initial contacts with the United States that led to the signing of the Shanghai Communique in 1972.
Mr. Zhang replaces Chai Zemin, who had been Ambassador to the United States since 1979. 
On arrival at National Airport today, Mr. Zhang was met by Assistant Secretary of State Paul D. Wolfowitz. A State Department spokesman said such a greeting for a new Ambassador was ''not unprecedented.''
The two men met during Secretary of State George P. Shultz's trip to Peking last month.
Mr. Shultz said then that Mr. Zhang took part in all the Peking meetings and would be warmly received in Washington. 
Mr. Zhang, 68 years old, who is expected to present his credentials to President Reagan in a White House ceremony soon, speaks English and was formerly Ambassador to Canada and to Pakistan.
In July 1971 he flew with Henry A. Kissinger, then President Nixon's national security adviser, on his secret mission from Pakistan to Peking. 
That trip paved the way for Mr. Nixon's journey to Peking in February 1972 and the breakthrough in relations between the two countries.",0,mr,REAGAN,Reagan (1981-1988)
China_s Forestry Chief Is Dismissed Over Fire.txt,"ï»¿
The State Council, China's Cabinet, dismissed Forestry Minister Yang Zhong today, saying he bore responsibility for a huge forest fire that killed 191 people and charred a huge area of northeastern China, the official New China News Agency said.
The fire, in Heilongjiang Province on the Soviet border, injured 221 people, left 51,000 homeless, destroyed several villages and burned more than 2.47 million acres.
The decision to dismiss Mr. Yang, 55 years old, will be submitted to the standing committee of the National People's Congress for approval, the agency said. 
No replacement was immediately named.
The dismissal indicated displeasure with the announced cause of the fire -carelessness by Forestry Bureau employees - and efforts to extinguish it.",6,province,REAGAN,Reagan (1981-1988)
China_s G.N.P. Up 9_.txt,"ï»¿
China's gross national product will exceed $270 billion this year, up 9 percent from 1986, the official New China News Agency said. 
Zheng Jiaheng, deputy director of the State Statistical Bureau, said in an interview earlier this week that industrial output increased 14.5 percent while agricultural output was up 4 percent. 
China's G.N.P. 
- a broad measure of the value of all goods and services produced in the country - is the eighth largest in the world, although the country remains one of the world's poorest nations because of its population of more than one billion people.",1,billion,REAGAN,Reagan (1981-1988)
CHINA_S GENIUS WITH VEGETABLES.txt,"ï»¿
FEI LO is the author of ''The Dim Sum Book: Classic Recipes from the Chinese Teahouse.''
Â 
By EILEEN YIN-FEI LO
V egetarianism in China is as old as Buddha. 
And the Chinese co ncept of elaborately arranged artistic banquets of many courses is as old as Confucius. 
Somewhere in time, felicitously and naturally, th e ideas came together. 
These days the vegetarian banquet, with beancu rd, vegetables and doughs artfully dressed to appear as something th ey are not, is common to such disparate parts of the country as Ca nton, Peking or Shanghai, whose cuisines are quite different.
One traditional center of vegetarianism is Hangzhou, whose name means ''City Across the Stream.''
Hangzhou is built surrounding the beautiful West Lake with its pavilions and palaces, its boats, its tree-shaded paths and gardens and its thickets of magnolias, camellias and azaleas.
Eileen Yin-Fei Lo discusses cooking vegetables the Chinese way
In the days when Hangzhou was a warm-weather resort for the wealthy of Shanghai, it had a tradition of specialty restaurants, a tradition that continues in a small way today, for it is in Hangzhou that one finds restaurants of many regions of China, including several fine Moslem eating places. 
It is in that city that the arts of carving melons and gourds into table decorations and arranging sliced foods on plates so that they resemble butterflies, roosters and birds flourish.
Hangzhou is also known for its restaurants serving temple food, the food of the Buddhist temples, vegetarian foods such as vegetables, soybean products and breads of grain.
One of these, more than 30 years old and perhaps its best, is the Spring Vegetable, on Yanan Street, just one short street away from the eastern rim of West Lake. 
On a recent trip to China I had the experience of eating in that restaurant a banquet that was as much an art exhibit as it was a meal. 
There were slices of beef that were actually kneaded dough, a fish constructed of mashed taro root, duck of bean curd and meatballs of minced vegetables. 
It was an artful feast, and a delicious one.
The Spring Vegetable is not the only vegetarian outpost in the resort city. 
Others include Kui Yuan Guan on Jiefang Road, justly famous for its vegetables and noodles; the Hangzhou Hotel Restaurant, perhaps the most sophisticated in the city; San Wai San inside the Hangzhou Botanical Garden, where the specialty is soup made with the vegetable called shuen chai, native to Hangzhou. 
But we were the first Westerners to come to the Spring Vegetable, we were told, and the restaurant wanted our banquet to be very special. 
And it was.
Much of the $30-per-person banquet was based on the soybean, one of China's most important staples. 
In most of the country it replaces the need for dairy products, providing more protein an acre, nutritionists tell us, than any livestock could produce. 
It is also quite versatile. 
The beans are seldom eaten as grown, they can be fermented, they can be ground into flour, they can be sprouted and those bean sprouts used as a vegetable accompaniment, they can be milled. 
When they are milled wet they form a spongy mass that when pressed dry and cooked become those bean curd cakes (called dau-fu by the Chinese, tofu by the Japanese) that are so popular these days. 
The bean curd skins are really a byproduct of boiling the soybeans, and are skimmed and dried and used often in soups.
The Spring Vegetable, just across the street from the Islam Food Shop, is a rather small restaurant, two floors high, and, like the majority of the restaurants in China, is somewhat short on decoration. 
It was obvious that the restaurant's effort goes into its food, which is as it should be.
We sat down around large round tables and after a sip of plum wine the first course came out. 
Actually it was a series of three cold platters of ''duck,'' ''chicken,'' and ''beef.''
Th e first was dried bean curd ski n rolled tightly and sliced across, dressed with sesame oil and quick ly deep-fried. 
It did indeed taste like pressed duck. 
The chicken w as likewise of bean curd skin, but skin that was rolled flat and then sliced so that it resembled slices of breast of chicken. 
The beef was a dough, kneaded, allowed to ferment, rinsed incold water, f lavored with anise and sugar and colored with dark soy sauce before frying. 
All the frying, by the way, was in peanut oil.
The second course was ''scallops,'' again made of fermented dough, flavored with garlic, vegetable stock and sugar and cut to resemble scallops. 
They were stir-fried with bok choy, the green stalk vegetable so widely used by the Chinese.
Three vegetable courses followed. 
First there were fresh bamboo shoots with soaked black mushrooms in a light soy sauce. 
Then came a chicken soup made of vegetable stock into which was put sliced bamboo shoots; then the soup was garnished with fresh roasted sesame seeds. 
Mushrooms and fresh water chestnuts in a thick sauce of soy and water-chestnut powder came next.
The sixth course was a platter of fresh bean curd cakes, their centers opened and filled with minced vegetables, and vegetarian spring rolls, filled with shredded bamboo shoots, mushrooms, water chestnuts and carrots. 
The skins of the spring rolls were made of dried bean curd.
The next dish was an imitation Chinese sausage, made of bean curd skins, tightly rolled, deep-fried, c olored wi th soy sauce and sliced diagonally. 
These were mixed with choy sum, a small stalk green vegetable, with sliced black mushrooms and fr esh tiny straw mushrooms.
Our palates were refreshed and sweetened with courses eight and nine. 
First came fresh sweet red dates coated with tapioca flour, then a sweet soup concocted of fresh water chestnuts cooked to tenderness, sweetened with rock candy and thickened with waterchestnut powder.
The highlight of the banquet was the 10th course: Our ''fish'' was presented. 
Its body consisted of taro root, (the poi of Hawaii) cooked until soft and seasoned with salt, pepper, sesame oil and sugar, then mashed. 
This was shaped like a fish. 
The head and gills were shaped out of fresh bean curd cakes. 
The tail and fins were finely cut dried bean curd skins. 
The aroma of the fish was nutlike (from the sesame oil dressing) and the platter was garnished with fresh, green coriander. 
It was a triumph.
The last two courses were almost anticlimactic, and would have been had they not been so good. 
There was a sub gum, which means a mixture of 10 ingredients, and it was sort of a reprise of stir-fried dried bean curd skins, slices of dough, vegetables and nuts. 
The finale consisted of a soup of fresh bean curd cut into small cubes, of vegetarian meatballs, chopped vegetables, bok choy and tiny fresh mushrooms.
That was to settle our stomachs, we were told, as were the cups of hot, steaming green tea, the Dragon Well tea for which Hangzhou is equally famous. 
It was altogether a splendid memory to take with us as we left on the train for Shanghai a couple of hours later.
Â 
Hong Kong
Two of Hong Kong's monasteries serve meatless, fishless meals. 
One is the Po Lin Monastery on Lan Tau Island, a day trip by boat from Hong Kong proper, where Buddhist monks will prepare lunch (with advance notice). 
The second is the Chang Chung Koon Monastery in Castle Peak, the New Territories, outside of Kowloon, where Taoist monks do the same. 
Arrangements are made through the Hong Kong Tourist Association.",2,classes,REAGAN,Reagan (1981-1988)
China_s Grain Exports.txt,"ï»¿
Despite floods, China for the first time will export more grain than it imports this year, the Government said Friday. 
Stored grain from record harvests in past years will permit the net export.
Chinese Government announces that China for first time will export more grain than it imports in 1985 (S)",-1,Outlier,REAGAN,Reagan (1981-1988)
China_s Growing Debt.txt,"ï»¿
China said today that it did not face a debt crisis but admitted that its debt had grown too fast and needed better management. 
The magazine Beijing Review said foreign debt had climbed more than 30 percent a year in the last few years and would reach $40 billion by the mid-1990's, with a repayment burden of $13 billion a year. 
The magazine said China's debt-service ratio, measuring repayments as a proportion of export earnings, would hit a peak of 19 percent in the mid-1990's.",1,billion,REAGAN,Reagan (1981-1988)
CHINA_S HIGH-TECH TROUBLES.txt,"ï»¿
UNABLE after a lengthy investigation to diagnose a malfunction in its $160,000 computer system, a Chinese institute in Shaanxi Province took the final, reluctant step of calling in a service engineer from Peking, 725 miles away. 
The American engineer, an employee of the small United States company that made the computer, quickly discovered the source of the problem: a rat. 
The animal had been foraying nightly into the computer room and chewing on a sensitive cable. 
The cable was replaced, the rat's droppings swept away and a six-inch-high wooden plank nailed across the doorway.
Then, because he was already there, the engineer was asked to take a look at one of the computer's terminals, which had not been acting just right. 
He removed the terminal's casing, leaving the power on to perform some tests. 
A cleaning woman responsible for keeping the equipment free of dirt was mortified to see dust clinging to the electronic circuit boards. 
She hurried over with a wet rag to wipe it away. 
The engineer recalls that he restrained her just in time to stop her from doing serious damage to herself and the terminal.
Lack of routine maintenance of American-made computer equipment by Chinese has led to forecast that Chinese will waste between $20 million and $85 million by noting taking care of computers they bought in 1984 (L)
This service call, made several months ago, was not all that bizarre by current Chinese standards. 
China has embraced computers virtually overnight, but the Chinese face bewildering problems in maintaining and getting used to them. 
''The average Chinese is simply not oriented to this technology,'' said a United States official here who monitors sales in this field. 
''It's like taking someone who's worked on a bicycle all his life and suddenly handing him a six-cylinder engine to work on.''
The Chinese and foreigners alike generally agree that technicians in China will ultimately be at least as good as anyone else at servicing computers. 
But in the short term, the problems of poor maintenance and underutilization are critical, given China's plans to buy billions of dollars worth of new computers in the 1980's, mostly from American companies.
China spent a conservatively estimated $425 million on foreign-made computers last year. 
A United States official here calculated that within three years of delivery the Chinese typically pay between 5 and 10 percent of the equipment's price on service that would be unnecessary if proper maintenance were practiced. 
The head of the China office for a large American computer manufacturer put the rate at 10 to 20 percent, by factoring in the costs of productivity loss suffered when a computer is down. 
Both put the corresponding percentage in the United States at well under 5 percent.
Put in their harshest terms, these estimates mean the Chinese are expected in the next three years to waste between $20 million and $85 million by not taking proper care of the computers they bought in 1984.
Official policy is to blame the Cultural Revolution of 1966 to 1976 for the nation's current technology lag. 
A recent Government book on modernization plans maintains that ''the 10-year turmoil stunted the intellectual growth of a whole generation.''
Whatever the root cause, the problem is vastly compounded by Chinese insistence - born of both personal pride and Government policy - on maintaining by themselves the computers they import. 
Then there are the other complications - outmoded but deeply ingrained work habits, training aimed at the wrong people, even China's climate.
LI YUXIANG, director of the General Office of the Computer Industry Administration, a branch of the Ministry of the Electronics Industry, conceded that maintenance is a ''big problem'' for Chinese computer users. 
To combat it, he said, the China Computer Technical Service Corporation (C.C.T.S.C.) - a Government agency with 3,000 employees - has set up 41 training centers across the country, with plans to build 10 more. 
The C.C.T.S.C. has service branches in nearly every one of China's 29 provinces, notes Mr. Li. The People's Daily, a Peking newspaper, puts the number of computer maintenance people in all of China at a scarce 20,000. 
For the most part, say foreign experts, their level of training is not yet high enough.
Representatives of computer companies here say that China's goal - to service its computers with its own maintenance corps - is unrealistic. 
They point out that relatively new buyers simply cannot be as efficient in diagnosing problems as the company that makes a particular model and regularly services it.
Chinese technicians sometimes have difficulty figuring out what to work on. 
''They will continue to take a minor problem and because they cannot diagnose it properly, they'll rip the whole machine apart,'' said a representative of an American computer company, who, like many officials interviewed for this story, asked not to be quoted by name. 
''That brings about many more problems than they ever started with,'' he said.
When they buy computers, and many other kinds of technology, the Chinese generally insist on receiving extensive service training from the manufacturer. 
But their intention is to rely on the manufacturer for service only when absolutely necessary.
The Chinese also tend to insist that any training they get from the manufacturer be conducted overseas because, in the words of David Fong, Hewlett-Packard's China sales manager, such travel is a ''lifetime opportunity'' for people who might otherwise never be able to visit a country like the United States or Japan. 
We've had people telling us they won't buy our computer unless they can have maintenance training in the United States,'' said a representative of another American company.
But this ultimate perk does not always go to the technicians who most logically should receive it. 
''Sometimes people who have nothing to do with computers are the ones sent overseas,'' said Mr. Fong. And one C.C.T.S.C. engineer said all his training in the United States was on an American computer model that he ''hadn't touched since returning to China.''
China's insistence on self-reliance even extends to a refusal, for the most part, to buy ''insurance contracts'' - special warranties that extend beyond a manufacturer's normal guarantees. 
Chinese customers are willing to spend ''tons of money'' for repairs, Mr. Fong said, ''but they cannot understand insurance buying,'' costly warranties that, he said, the Chinese view as buying only a technician's visit ''for chit-chat once a month to look everything over.''
Given the Chinese approach, many foreign sales representatives here say the best solution to the maintenance difficulties may be some sort of innovative contract that somehow combines instruction for the Chinese with warranty features that preserve a manufacturer's reputation.
WITH all this, there are also maintenance problems that are simply a reflection of poor operating conditions in China. 
Electricity here is subject to wide voltage surges and to blackouts, both of which can wreak havoc with computer systems. 
And the country can be extremely hot in summer or, in the north, suffer fierce dust storms when sands blow down from the Gobi Desert each spring. 
Chinese users are not always able to provide the special rooms and air-conditioning necessary to protect sensitive electronic equipment under such conditions.
Foreign experts here also cite the problem of old habits dying hard. 
For example, it is an article of faith, and the product of many long Government campaigns, that any machine should be turned off when not in use to save energy. 
Just as cars are frequently turned off when idling for more than a few seconds at an intersection, personal computers tend to be switched on and off many times throughout a Chinese workday. 
This wears down the equipment - and, according to most studies, does not save energy. 
But the practice continues, although most foreign officials here say that the Chinese have come around a bit and are at least leaving on their mainframe computers.
Apart from all these maintenance problems is the question of just how much use China is getting out of its computers. 
The Chinese have criticized themselves openly on this score. 
In an article last month, The People's Daily took up the issue, claiming: ''Many users buy their computers in a hurry without first making the necessary preparations and end up leaving their machines idle'' because they cannot find useful tasks for the machines. 
The article concluded that ''there is a serious wastage problem. 
. . Even according to optimistic estimates, only 50 percent of computers are in effective operation'' compared, the article maintained, with 98 percent in advanced nations.
There are anecdotes to support the newspaper's contention. 
An American salesman here recalls making a sales call to a Chinese institute and finding a $750,000 computer already on the premises - unused. 
The maker had gone out of business and the institute had neither the knowledge nor the spare parts to solve a repair problem. 
The institute bought a new computer from the salesman. 
It hums along next to the idle machine.
The Chinese have not, for the most part, been innovative with the machines they use, either. 
''In most other places of the world you might buy a computer for one or two reasons. 
Then two years later you are using it to do 16 other things,'' said David R. Keys, general sales manager of Control Data China Inc., a subsidiary of the Minnesota based Control Data Corporation. 
''I haven't seen much of that here.''
Mr. Keys and others say that the Chinese write very few of their own programs. 
They purchase them abroad, but often, for lack of funds, do not purchase the software updates that manufacturers periodically issue to help customers get optimum use out of programs they have already bought.
''Our level of application is comparatively low,'' acknowledged Mr. Li. He says that China is trying to solve this problem by distributing publications and organizing user associations.
Quite apart from trying to solve the maintenance problem, the Chinese are seeking to design and build their own machines. 
The Central Committee of the Chinese Communist Party urged exactly such self-reliance in March, and China is planning a ''massive push in scientific and technological research to quickly narrow its technology gap with developed nations,'' according to China Daily, the English-language newspaper published in Peking.
Will they do it?
''Right now the Chinese are studying very hard,'' said a Japanese official with one of the large Japanese companies selling computers and telecommunications equipment here. 
But the consensus among foreign experts here is that for China - once the world's technological leader - self-reliance in computers is still decades away.",-1,Outlier,REAGAN,Reagan (1981-1988)
